#, Frequency (Hz), Amplitude (Vpp), Gain (dB), Phase (°)
115,3092.6,0.2000,-5.24,21.70
116,3123.3,0.2000,-5.17,22.28
117,3154.4,0.2000,-5.29,21.34
118,3185.8,0.2000,-5.07,20.84
119,3217.5,0.2000,-5.09,21.73
120,3249.5,0.2000,-5.09,21.79
121,3281.9,0.2000,-5.02,21.58
122,3314.6,0.2000,-5.16,21.02
123,3347.5,0.2000,-5.13,19.89
124,3380.9,0.2000,-5.09,20.12
125,3414.5,0.2000,-5.06,21.21
126,3448.5,0.2000,-5.04,20.61
127,3482.8,0.2000,-5.09,21.34
128,3517.5,0.2000,-4.96,19.32
129,3552.5,0.2000,-5.13,19.88
130,3587.8,0.2000,-4.87,20.86
131,3623.5,0.2000,-4.96,20.26
132,3659.6,0.2000,-4.90,19.50
133,3696.0,0.2000,-4.98,20.48
134,3732.8,0.2000,-4.90,19.00
135,3770.0,0.2000,-4.90,20.01
136,3807.5,0.2000,-4.83,20.21
137,3845.4,0.2000,-4.98,19.50
138,3883.7,0.2000,-4.65,18.46
139,3922.3,0.2000,-4.86,19.26
140,3961.3,0.2000,-4.78,17.23
141,4000.8,0.2000,-4.75,19.24
142,4040.6,0.2000,-4.52,18.37
143,4080.8,0.2000,-4.74,18.26
144,4121.4,0.2000,-4.70,18.66
145,4162.4,0.2000,-4.62,17.31
146,4203.9,0.2000,-4.54,17.41
147,4245.7,0.2000,-4.67,17.66
148,4288.0,0.2000,-4.66,17.15
149,4330.6,0.2000,-4.60,16.94
150,4373.7,0.2000,-4.58,17.63
151,4417.3,0.2000,-4.45,16.48
152,4461.2,0.2000,-4.67,17.22
153,4505.6,0.2000,-4.58,16.90
154,4550.5,0.2000,-4.57,16.38
155,4595.8,0.2000,-4.45,16.17
156,4641.5,0.2000,-4.63,15.58
157,4687.7,0.2000,-4.55,15.61
158,4734.4,0.2000,-4.47,16.23
159,4781.5,0.2000,-4.52,15.82
160,4829.1,0.2000,-4.51,15.60
161,4877.1,0.2000,-4.55,16.32
162,4925.7,0.2000,-4.49,15.87
163,4974.7,0.2000,-4.50,15.99
164,5024.2,0.2000,-4.44,15.10
165,5074.2,0.2000,-4.48,15.53
166,5124.7,0.2000,-4.55,15.86
167,5175.7,0.2000,-4.33,14.44
168,5227.2,0.2000,-4.47,14.76
169,5279.3,0.2000,-4.41,15.35
170,5331.8,0.2000,-4.46,14.42
171,5384.9,0.2000,-4.36,14.23
172,5438.5,0.2000,-4.45,13.80
173,5492.6,0.2000,-4.43,14.03
174,5547.3,0.2000,-4.47,14.44
175,5602.5,0.2000,-4.45,14.14
176,5658.2,0.2000,-4.44,14.11
177,5714.5,0.2000,-4.33,13.34
178,5771.4,0.2000,-4.31,12.93
179,5828.9,0.2000,-4.30,13.61
180,5886.9,0.2000,-4.28,13.78
181,5945.5,0.2000,-4.37,13.20
182,6004.6,0.2000,-4.38,12.91
183,6064.4,0.2000,-4.28,12.40
184,6124.8,0.2000,-4.39,13.30
185,6185.7,0.2000,-4.36,12.47
186,6247.3,0.2000,-4.23,12.28
187,6309.5,0.2000,-4.20,12.45
188,6372.2,0.2000,-4.28,12.29
189,6435.7,0.2000,-4.31,11.73
190,6499.7,0.2000,-4.29,12.77
191,6564.4,0.2000,-4.22,11.83
192,6629.7,0.2000,-4.21,11.92
193,6695.7,0.2000,-4.21,11.49
194,6762.4,0.2000,-4.18,11.48
195,6829.7,0.2000,-4.19,11.60
196,6897.6,0.2000,-4.26,11.76
197,6966.3,0.2000,-4.20,11.34
198,7035.6,0.2000,-4.19,11.14
199,7105.7,0.2000,-4.17,10.76
200,7176.4,0.2000,-4.17,10.88
201,7247.8,0.2000,-4.29,10.47
202,7319.9,0.2000,-4.19,10.75
203,7392.8,0.2000,-4.15,10.47
204,7466.4,0.2000,-4.22,9.89
205,7540.7,0.2000,-4.17,10.36
206,7615.7,0.2000,-4.19,10.19
207,7691.5,0.2000,-4.15,9.85
208,7768.1,0.2000,-4.14,9.93
209,7845.4,0.2000,-4.14,9.96
210,7923.5,0.2000,-4.16,10.11
211,8002.3,0.2000,-4.15,9.73
212,8082.0,0.2000,-4.15,9.88
213,8162.4,0.2000,-4.18,9.36
214,8243.6,0.2000,-4.13,9.24
215,8325.7,0.2000,-4.16,9.73
216,8408.6,0.2000,-4.13,9.04
217,8492.2,0.2000,-4.12,9.48
218,8576.8,0.2000,-4.12,9.11
219,8662.1,0.2000,-4.14,8.96
220,8748.3,0.2000,-4.16,8.60
221,8835.4,0.2000,-4.16,8.84
222,8923.3,0.2000,-4.11,8.40
223,9012.2,0.2000,-4.09,7.99
224,9101.9,0.2000,-4.17,8.54
225,9192.4,0.2000,-4.14,8.21
226,9283.9,0.2000,-4.06,8.09
227,9376.3,0.2000,-4.10,7.79
228,9469.6,0.2000,-4.10,8.18
229,9563.9,0.2000,-4.04,7.92
230,9659.1,0.2000,-4.13,8.12
231,9755.2,0.2000,-4.06,7.95
232,9852.3,0.2000,-4.10,7.77
233,9950.4,0.2000,-4.12,7.94
234,10049.4,0.2000,-4.09,7.26
235,10149.4,0.2000,-4.07,7.33
236,10250.4,0.2000,-4.12,7.57
237,10352.4,0.2000,-4.14,7.34
238,10455.5,0.2000,-4.05,7.49
239,10559.5,0.2000,-4.08,7.39
240,10664.6,0.2000,-4.09,7.18
241,10770.8,0.2000,-4.04,6.96
242,10878.0,0.2000,-4.11,6.83
243,10986.2,0.2000,-4.06,6.68
244,11095.6,0.2000,-4.11,6.51
245,11206.0,0.2000,-4.05,6.47
246,11317.5,0.2000,-4.09,6.49
247,11430.2,0.2000,-4.08,6.26
248,11543.9,0.2000,-4.03,6.15
249,11658.8,0.2000,-4.02,6.21
250,11774.9,0.2000,-4.05,6.28
251,11892.1,0.2000,-4.01,6.00
252,12010.4,0.2000,-4.07,5.79
253,12130.0,0.2000,-4.07,5.72
254,12250.7,0.2000,-4.06,5.93
255,12372.6,0.2000,-4.05,5.93
256,12495.8,0.2000,-4.04,5.65
257,12620.1,0.2000,-4.05,5.61
258,12745.7,0.2000,-4.05,5.36
259,12872.6,0.2000,-4.04,5.27
260,13000.7,0.2000,-4.07,5.49
261,13130.1,0.2000,-4.06,5.30
262,13260.8,0.2000,-4.02,5.35
263,13392.8,0.2000,-4.06,5.22
264,13526.0,0.2000,-4.02,5.26
265,13660.7,0.2000,-4.03,5.10
266,13796.6,0.2000,-4.03,5.00
267,13933.9,0.2000,-4.06,5.12
268,14072.6,0.2000,-4.08,4.91
269,14212.7,0.2000,-4.06,4.76
270,14354.1,0.2000,-4.02,4.71
271,14497.0,0.2000,-4.05,4.59
272,14641.3,0.2000,-4.04,4.90
273,14787.0,0.2000,-4.08,4.75
274,14934.2,0.2000,-4.06,4.63
275,15082.8,0.2000,-4.07,4.39
276,15232.9,0.2000,-4.07,4.57
277,15384.5,0.2000,-4.04,4.40
278,15537.6,0.2000,-4.05,4.28
279,15692.3,0.2000,-4.03,4.19
280,15848.5,0.2000,-4.09,4.16
281,16006.2,0.2000,-4.04,4.02
282,16165.5,0.2000,-4.02,3.91
283,16326.4,0.2000,-4.07,3.97
284,16488.9,0.2000,-4.07,3.94
285,16653.0,0.2000,-4.09,3.81
286,16818.7,0.2000,-4.05,3.96
287,16986.1,0.2000,-4.09,3.96
288,17155.2,0.2000,-4.08,3.84
289,17325.9,0.2000,-4.04,3.67
290,17498.4,0.2000,-4.08,3.72
291,17672.5,0.2000,-4.08,3.45
292,17848.4,0.2000,-4.07,3.52
293,18026.1,0.2000,-4.06,3.48
294,18205.5,0.2000,-4.07,3.36
295,18386.7,0.2000,-4.07,3.42
296,18569.7,0.2000,-4.07,3.42
297,18754.5,0.2000,-4.09,3.38
298,18941.1,0.2000,-4.10,3.24
299,19129.6,0.2000,-4.06,3.17
300,19320.0,0.2000,-4.08,3.14
301,19512.3,0.2000,-4.08,3.11
302,19706.5,0.2000,-4.08,3.03
303,19902.7,0.2000,-4.07,3.13
304,20100.7,0.2000,-4.08,3.08
305,20300.8,0.2000,-4.08,2.90
306,20502.8,0.2000,-4.08,2.97
307,20706.9,0.2000,-4.10,2.79
308,20913.0,0.2000,-4.07,3.04
309,21121.1,0.2000,-4.07,2.87
310,21331.3,0.2000,-4.08,2.77
311,21543.7,0.2000,-4.09,2.64
312,21758.1,0.2000,-4.05,2.64
313,21974.6,0.2000,-4.09,2.71
314,22193.3,0.2000,-4.11,2.55
315,22414.2,0.2000,-4.08,2.50
316,22637.3,0.2000,-4.09,2.39
317,22862.6,0.2000,-4.08,2.56
318,23090.1,0.2000,-4.06,2.51
319,23319.9,0.2000,-4.08,2.44
320,23552.0,0.2000,-4.08,2.37
321,23786.4,0.2000,-4.08,2.46
322,24023.2,0.2000,-4.09,2.30
323,24262.3,0.2000,-4.10,2.16
324,24503.8,0.2000,-4.07,2.16
325,24747.6,0.2000,-4.08,2.19
326,24993.9,0.2000,-4.06,2.07
327,25242.7,0.2000,-4.11,2.12
328,25493.9,0.2000,-4.09,2.12
329,25747.7,0.2000,-4.09,1.99
330,26003.9,0.2000,-4.10,2.17
331,26262.7,0.2000,-4.11,2.05
332,26524.1,0.2000,-4.09,2.07
333,26788.1,0.2000,-4.10,2.01
334,27054.7,0.2000,-4.11,1.83
335,27324.0,0.2000,-4.10,1.93
336,27595.9,0.2000,-4.10,1.85
337,27870.6,0.2000,-4.09,1.79
338,28148.0,0.2000,-4.09,1.71
339,28428.1,0.2000,-4.11,1.85
340,28711.1,0.2000,-4.12,1.68
341,28996.8,0.2000,-4.11,1.71
342,29285.4,0.2000,-4.10,1.59
343,29576.9,0.2000,-4.11,1.59
344,29871.2,0.2000,-4.12,1.56
345,30168.5,0.2000,-4.11,1.62
346,30468.8,0.2000,-4.10,1.48
347,30772.0,0.2000,-4.12,1.52
348,31078.3,0.2000,-4.13,1.57
349,31387.6,0.2000,-4.11,1.50
350,31700.0,0.2000,-4.12,1.45
351,32015.5,0.2000,-4.12,1.37
352,32334.2,0.2000,-4.12,1.39
353,32656.0,0.2000,-4.12,1.29
354,32981.0,0.2000,-4.12,1.30
355,33309.2,0.2000,-4.14,1.18
356,33640.7,0.2000,-4.13,1.25
357,33975.6,0.2000,-4.15,1.27
358,34313.7,0.2000,-4.15,1.17
359,34655.2,0.2000,-4.15,1.21
360,35000.1,0.2000,-4.14,1.14
361,35348.5,0.2000,-4.16,1.18
362,35700.3,0.2000,-4.13,1.09
363,36055.6,0.2000,-4.15,1.02
364,36414.5,0.2000,-4.15,1.07
365,36776.9,0.2000,-4.15,1.02
366,37142.9,0.2000,-4.15,1.05
367,37512.6,0.2000,-4.16,0.88
368,37885.9,0.2000,-4.17,0.91
369,38263.0,0.2000,-4.16,0.88
370,38643.8,0.2000,-4.16,0.86
371,39028.4,0.2000,-4.16,0.76
372,39416.9,0.2000,-4.15,0.85
373,39809.2,0.2000,-4.15,0.84
374,40205.4,0.2000,-4.16,0.83
375,40605.5,0.2000,-4.15,0.79
376,41009.7,0.2000,-4.14,0.76
377,41417.8,0.2000,-4.18,0.73
378,41830.0,0.2000,-4.15,0.76
379,42246.4,0.2000,-4.16,0.70
380,42666.8,0.2000,-4.16,0.70
381,43091.5,0.2000,-4.17,0.69
382,43520.4,0.2000,-4.17,0.56
383,43953.5,0.2000,-4.15,0.56
384,44391.0,0.2000,-4.16,0.60
385,44832.8,0.2000,-4.18,0.64
386,45279.0,0.2000,-4.18,0.52
387,45729.6,0.2000,-4.18,0.52
388,46184.8,0.2000,-4.16,0.42
389,46644.4,0.2000,-4.18,0.54
390,47108.7,0.2000,-4.15,0.46
391,47577.5,0.2000,-4.17,0.45
392,48051.0,0.2000,-4.18,0.48
393,48529.3,0.2000,-4.20,0.29
394,49012.3,0.2000,-4.18,0.38
395,49500.1,0.2000,-4.17,0.31
396,49992.7,0.2000,-4.19,0.40
397,50490.3,0.2000,-4.19,0.37
398,50992.8,0.2000,-4.18,0.37
399,51500.3,0.2000,-4.18,0.38
400,52012.9,0.2000,-4.23,0.36
401,52530.6,0.2000,-4.23,0.26
402,53053.4,0.2000,-4.25,0.20
403,53581.4,0.2000,-4.22,0.14
404,54114.7,0.2000,-4.23,0.10
405,54653.3,0.2000,-4.23,0.25
406,55197.2,0.2000,-4.24,0.13
407,55746.6,0.2000,-4.23,0.19
408,56301.4,0.2000,-4.25,0.10
409,56861.8,0.2000,-4.23,0.11
410,57427.7,0.2000,-4.19,0.11
411,57999.2,0.2000,-4.22,0.10
412,58576.5,0.2000,-4.22,0.08
413,59159.5,0.2000,-4.23,0.00
414,59748.3,0.2000,-4.23,0.14
415,60342.9,0.2000,-4.23,0.05
416,60943.5,0.2000,-4.22,-0.04
417,61550.1,0.2000,-4.23,-0.01
418,62162.6,0.2000,-4.24,0.11
419,62781.3,0.2000,-4.24,0.02
420,63406.2,0.2000,-4.23,0.00
421,64037.2,0.2000,-4.25,-0.07
422,64674.6,0.2000,-4.23,-0.05
423,65318.3,0.2000,-4.24,-0.16
424,65968.4,0.2000,-4.23,-0.19
425,66624.9,0.2000,-4.24,-0.01
426,67288.0,0.2000,-4.23,-0.18
427,67957.7,0.2000,-4.25,-0.18
428,68634.1,0.2000,-4.25,-0.16
429,69317.2,0.2000,-4.24,-0.09
430,70007.1,0.2000,-4.24,-0.18
431,70703.8,0.2000,-4.23,-0.22
432,71407.5,0.2000,-4.24,-0.18
433,72118.2,0.2000,-4.23,-0.16
434,72836.0,0.2000,-4.25,-0.07
435,73560.9,0.2000,-4.25,-0.23
436,74293.0,0.2000,-4.24,-0.29
437,75032.4,0.2000,-4.23,-0.30
438,75779.2,0.2000,-4.24,-0.17
439,76533.4,0.2000,-4.23,-0.33
440,77295.1,0.2000,-4.24,-0.33
441,78064.4,0.2000,-4.24,-0.29
442,78841.4,0.2000,-4.27,-0.16
443,79626.1,0.2000,-4.27,-0.16
444,80418.6,0.2000,-4.27,-0.22
445,81218.9,0.2000,-4.27,-0.23
446,82027.3,0.2000,-4.28,-0.17
447,82843.7,0.2000,-4.29,-0.21
448,83668.2,0.2000,-4.28,-0.26
449,84500.9,0.2000,-4.28,-0.29
450,85341.9,0.2000,-4.29,-0.27
451,86191.3,0.2000,-4.26,-0.27
452,87049.1,0.2000,-4.27,-0.21
453,87915.5,0.2000,-4.28,-0.29
454,88790.5,0.2000,-4.27,-0.29
455,89674.2,0.2000,-4.29,-0.33
456,90566.7,0.2000,-4.28,-0.34
457,91468.1,0.2000,-4.28,-0.29
458,92378.5,0.2000,-4.27,-0.29
459,93297.9,0.2000,-4.29,-0.36
460,94226.4,0.2000,-4.29,-0.33
461,95164.2,0.2000,-4.28,-0.28
462,96111.4,0.2000,-4.28,-0.34
463,97068.0,0.2000,-4.29,-0.25
464,98034.0,0.2000,-4.29,-0.29
465,99009.7,0.2000,-4.28,-0.30
466,99995.2,0.2000,-4.27,-0.34
467,100990.4,0.2000,-4.29,-0.33
468,101995.5,0.2000,-4.29,-0.39
469,103010.6,0.2000,-4.29,-0.37
470,104035.9,0.2000,-4.29,-0.35
471,105071.3,0.2000,-4.27,-0.41
472,106117.0,0.2000,-4.30,-0.40
473,107173.2,0.2000,-4.28,-0.41
474,108239.9,0.2000,-4.29,-0.41
475,109317.1,0.2000,-4.30,-0.34
476,110405.1,0.2000,-4.28,-0.42
477,111504.0,0.2000,-4.28,-0.47
478,112613.7,0.2000,-4.29,-0.41
479,113734.5,0.2000,-4.29,-0.46
480,114866.5,0.2000,-4.29,-0.42
481,116009.7,0.2000,-4.29,-0.44
482,117164.3,0.2000,-4.30,-0.52
483,118330.4,0.2000,-4.28,-0.50
484,119508.1,0.2000,-4.29,-0.46
485,120697.6,0.2000,-4.29,-0.50
486,121898.8,0.2000,-4.29,-0.52
487,123112.1,0.2000,-4.29,-0.57
488,124337.4,0.2000,-4.28,-0.57
489,125574.8,0.2000,-4.29,-0.52
490,126824.6,0.2000,-4.29,-0.58
491,128086.9,0.2000,-4.29,-0.62
492,129361.7,0.2000,-4.29,-0.57
493,130649.2,0.2000,-4.28,-0.64
494,131949.5,0.2000,-4.29,-0.62
495,133262.8,0.2000,-4.28,-0.57
496,134589.1,0.2000,-4.30,-0.65
497,135928.6,0.2000,-4.29,-0.63
498,137281.5,0.2000,-4.28,-0.63
499,138647.8,0.2000,-4.29,-0.63
500,140027.7,0.2000,-4.27,-0.68
501,141421.4,0.2000,-4.28,-0.67
502,142828.9,0.2000,-4.29,-0.66
503,144250.4,0.2000,-4.28,-0.68
504,145686.1,0.2000,-4.28,-0.69
505,147136.1,0.2000,-4.33,-0.80
506,148600.5,0.2000,-4.33,-0.80
507,150079.4,0.2000,-4.32,-0.80
508,151573.1,0.2000,-4.33,-0.86
509,153081.7,0.2000,-4.33,-0.87
510,154605.3,0.2000,-4.33,-0.81
511,156144.0,0.2000,-4.33,-0.86
512,157698.1,0.2000,-4.33,-0.87
513,159267.6,0.2000,-4.31,-0.90
514,160852.7,0.2000,-4.33,-0.86
515,162453.6,0.2000,-4.33,-0.90
516,164070.5,0.2000,-4.31,-0.86
517,165703.4,0.2000,-4.33,-0.92
518,167352.6,0.2000,-4.33,-0.92
519,169018.2,0.2000,-4.32,-0.91
520,170700.4,0.2000,-4.31,-0.91
521,172399.3,0.2000,-4.32,-0.92
522,174115.2,0.2000,-4.33,-0.98
523,175848.1,0.2000,-4.31,-1.02
524,177598.3,0.2000,-4.32,-1.03
525,179365.8,0.2000,-4.33,-1.09
526,181151.0,0.2000,-4.32,-1.03
527,182953.9,0.2000,-4.32,-1.09
528,184774.8,0.2000,-4.32,-1.10
529,186613.8,0.2000,-4.32,-1.08
530,188471.1,0.2000,-4.30,-1.03
531,190346.9,0.2000,-4.33,-1.10
532,192241.4,0.2000,-4.31,-1.15
533,194154.7,0.2000,-4.31,-1.14
534,196087.1,0.2000,-4.32,-1.14
535,198038.7,0.2000,-4.32,-1.13
536,200009.7,0.2000,-4.32,-1.18
537,202000.3,0.2000,-4.32,-1.14
538,204010.8,0.2000,-4.32,-1.26
539,206041.2,0.2000,-4.31,-1.20
540,208091.9,0.2000,-4.31,-1.21
541,210163.0,0.2000,-4.31,-1.26
542,212254.7,0.2000,-4.31,-1.26
543,214367.2,0.2000,-4.32,-1.32
544,216500.7,0.2000,-4.31,-1.32
545,218655.5,0.2000,-4.31,-1.26
546,220831.7,0.2000,-4.30,-1.32
547,223029.5,0.2000,-4.30,-1.38
548,225249.3,0.2000,-4.30,-1.32
549,227491.1,0.2000,-4.30,-1.38
550,229755.3,0.2000,-4.30,-1.37
551,232041.9,0.2000,-4.31,-1.32
552,234351.4,0.2000,-4.30,-1.43
553,236683.8,0.2000,-4.30,-1.39
554,239039.5,0.2000,-4.31,-1.44
555,241418.5,0.2000,-4.29,-1.48
556,243821.3,0.2000,-4.28,-1.48
557,246248.0,0.2000,-4.30,-1.43
558,248698.8,0.2000,-4.28,-1.48
559,251174.0,0.2000,-4.30,-1.48
560,253673.9,0.2000,-4.28,-1.55
561,256198.6,0.2000,-4.29,-1.55
562,258748.5,0.2000,-4.29,-1.55
563,261323.7,0.2000,-4.29,-1.55
564,263924.6,0.2000,-4.28,-1.60
565,266551.4,0.2000,-4.29,-1.66
566,269204.3,0.2000,-4.29,-1.66
567,271883.6,0.2000,-4.28,-1.66
568,274589.6,0.2000,-4.28,-1.66
569,277322.5,0.2000,-4.28,-1.69
570,280082.6,0.2000,-4.28,-1.69
571,282870.1,0.2000,-4.28,-1.78
572,285685.5,0.2000,-4.28,-1.78
573,288528.8,0.2000,-4.27,-1.78
574,291400.4,0.2000,-4.27,-1.78
575,294300.6,0.2000,-4.26,-1.78
576,297229.7,0.2000,-4.26,-1.83
577,300188.0,0.2000,-4.26,-1.83
578,303175.6,0.2000,-4.26,-1.89
579,306193.1,0.2000,-4.26,-1.89
580,309240.5,0.2000,-4.26,-1.89
581,312318.3,0.2000,-4.25,-1.94
582,315426.7,0.2000,-4.26,-1.99
583,318566.0,0.2000,-4.27,-1.99
584,321736.6,0.2000,-4.27,-2.07
585,324938.8,0.2000,-4.26,-2.04
586,328172.8,0.2000,-4.25,-2.05
587,331439.0,0.2000,-4.25,-4.48
588,334737.7,0.2000,-4.22,-2.04
589,338069.2,0.2000,-4.23,-2.10
590,341433.9,0.2000,-4.23,-2.18
591,344832.1,0.2000,-4.23,-2.14
592,348264.1,0.2000,-4.23,-2.18
593,351730.3,0.2000,-4.23,-2.24
594,355230.9,0.2000,-4.23,-2.23
595,358766.4,0.2000,-4.22,-2.30
596,362337.1,0.2000,-4.23,-2.30
597,365943.4,0.2000,-4.22,-2.34
598,369585.5,0.2000,-4.23,-2.35
599,373263.9,0.2000,-4.22,-2.34
600,376978.8,0.2000,-4.22,-2.40
601,380730.8,0.2000,-4.22,-2.46
602,384520.1,0.2000,-4.21,-2.46
603,388347.1,0.2000,-4.19,-2.52
604,392212.2,0.2000,-4.20,-2.50
605,396115.8,0.2000,-4.20,-2.55
606,400058.2,0.2000,-4.20,-2.69
607,404039.8,0.2000,-4.19,-2.81
608,408061.1,0.2000,-4.21,-2.84
609,412122.4,0.2000,-4.21,-2.80
610,416224.1,0.2000,-4.20,-2.86
611,420366.7,0.2000,-4.21,-2.71
612,424550.5,0.2000,-4.20,-2.75
613,428775.9,0.2000,-4.19,-2.73
614,433043.4,0.2000,-4.20,-2.96
615,437353.3,0.2000,-4.19,-2.81
616,441706.2,0.2000,-4.16,-2.81
617,446102.3,0.2000,-4.15,-2.98
618,450542.2,0.2000,-4.16,-2.99
619,455026.3,0.2000,-4.16,-3.06
620,459555.1,0.2000,-4.15,-3.14
621,464128.9,0.2000,-4.14,-3.10
622,468748.2,0.2000,-4.14,-3.15
623,473413.5,0.2000,-4.13,-3.01
624,478125.3,0.2000,-4.13,-3.14
625,482883.9,0.2000,-4.13,-3.22
626,487689.9,0.2000,-4.12,-3.34
627,492543.7,0.2000,-4.12,-3.15
628,497445.8,0.2000,-4.12,-3.21
629,502396.8,0.2000,-4.10,-3.45
630,507397.0,0.2000,-4.12,-3.46
631,512446.9,0.2000,-4.11,-3.33
632,517547.2,0.2000,-4.10,-3.59
633,522698.1,0.2000,-4.11,-3.34
634,527900.4,0.2000,-4.10,-3.53
635,533154.4,0.2000,-4.10,-3.42
636,538460.7,0.2000,-4.09,-3.66
637,543819.9,0.2000,-4.09,-3.52
638,549232.3,0.2000,-4.08,-3.87
639,554698.7,0.2000,-4.08,-3.83
640,560219.4,0.2000,-4.07,-3.72
641,565795.1,0.2000,-4.07,-3.80
642,571426.3,0.2000,-4.08,-3.91
643,577113.5,0.2000,-4.06,-4.01
644,582857.4,0.2000,-4.06,-3.79
645,588658.4,0.2000,-4.05,-3.96
646,594517.1,0.2000,-4.05,-4.10
647,600434.1,0.2000,-4.05,-4.01
648,606410.1,0.2000,-4.05,-4.08
649,612445.5,0.2000,-4.05,-4.01
650,618541.0,0.2000,-4.03,-4.08
651,624697.1,0.2000,-4.04,-4.14
652,630914.5,0.2000,-4.02,-4.35
