#, Frequency (Hz), Amplitude (Vpp), Gain (dB), Phase (°)
664,97499.0,1.0000,-2.16,0.23
665,98174.8,1.0000,-2.17,0.23
666,98855.3,1.0000,-2.17,0.19
667,99540.5,1.0000,-2.18,0.23
668,100230.5,1.0000,-2.17,0.23
669,100925.3,1.0000,-2.17,0.23
670,101624.9,1.0000,-2.17,0.27
671,102329.3,1.0000,-2.17,0.23
672,103038.6,1.0000,-2.18,0.25
673,103752.8,1.0000,-2.19,0.18
674,104472.0,1.0000,-2.19,0.18
675,105196.2,1.0000,-2.19,0.18
676,105925.4,1.0000,-2.19,0.23
677,106659.6,1.0000,-2.19,0.22
678,107398.9,1.0000,-2.20,0.23
679,108143.4,1.0000,-2.19,0.16
680,108893.0,1.0000,-2.19,0.18
681,109647.8,1.0000,-2.20,0.23
682,110407.9,1.0000,-2.19,0.16
683,111173.2,1.0000,-2.19,0.17
684,111943.8,1.0000,-2.20,0.18
685,112719.7,1.0000,-2.20,0.18
686,113501.1,1.0000,-2.21,0.18
687,114287.8,1.0000,-2.19,0.18
688,115080.0,1.0000,-2.19,0.14
689,115877.7,1.0000,-2.19,0.21
690,116681.0,1.0000,-2.19,0.18
691,117489.8,1.0000,-2.19,0.18
692,118304.2,1.0000,-2.19,0.16
693,119124.2,1.0000,-2.19,0.16
694,119949.9,1.0000,-2.18,0.17
695,120781.4,1.0000,-2.19,0.18
696,121618.6,1.0000,-2.19,0.22
697,122461.6,1.0000,-2.19,0.16
698,123310.5,1.0000,-2.20,0.18
699,124165.2,1.0000,-2.19,0.17
700,125025.9,1.0000,-2.19,0.16
701,125892.5,1.0000,-2.19,0.16
702,126765.2,1.0000,-2.20,0.23
703,127643.9,1.0000,-2.19,0.12
704,128528.7,1.0000,-2.20,0.18
705,129419.6,1.0000,-2.19,0.16
706,130316.7,1.0000,-2.18,0.17
707,131220.0,1.0000,-2.19,0.18
708,132129.6,1.0000,-2.19,0.16
709,133045.4,1.0000,-2.19,0.17
710,133967.7,1.0000,-2.19,0.17
711,134896.3,1.0000,-2.20,0.18
712,135831.3,1.0000,-2.19,0.17
713,136772.9,1.0000,-2.19,0.18
714,137720.9,1.0000,-2.20,0.17
715,138675.6,1.0000,-2.19,0.21
716,139636.8,1.0000,-2.19,0.18
717,140604.8,1.0000,-2.19,0.21
718,141579.4,1.0000,-2.20,0.18
719,142560.8,1.0000,-2.19,0.16
720,143548.9,1.0000,-2.16,0.14
721,144544.0,1.0000,-2.15,0.19
722,145545.9,1.0000,-2.15,0.23
723,146554.8,1.0000,-2.15,0.21
724,147570.7,1.0000,-2.14,0.18
725,148593.6,1.0000,-2.15,0.16
726,149623.6,1.0000,-2.14,0.17
727,150660.7,1.0000,-2.14,0.11
728,151705.0,1.0000,-2.15,0.18
729,152756.6,1.0000,-2.15,0.18
730,153815.5,1.0000,-2.14,0.18
731,154881.7,1.0000,-2.15,0.16
732,155955.3,1.0000,-2.14,0.22
733,157036.3,1.0000,-2.14,0.13
734,158124.8,1.0000,-2.15,0.23
735,159220.9,1.0000,-2.15,0.18
736,160324.5,1.0000,-2.15,0.18
737,161435.9,1.0000,-2.15,0.16
738,162554.9,1.0000,-2.13,0.18
739,163681.7,1.0000,-2.14,0.17
740,164816.2,1.0000,-2.14,0.17
741,165958.7,1.0000,-2.14,0.21
742,167109.1,1.0000,-2.15,0.18
743,168267.4,1.0000,-2.15,0.17
744,169433.8,1.0000,-2.14,0.18
745,170608.2,1.0000,-2.15,0.18
746,171790.8,1.0000,-2.14,0.14
747,172981.6,1.0000,-2.15,0.18
748,174180.7,1.0000,-2.15,0.17
749,175388.1,1.0000,-2.14,0.18
750,176603.8,1.0000,-2.14,0.17
751,177827.9,1.0000,-2.13,0.18
752,179060.6,1.0000,-2.14,0.16
753,180301.8,1.0000,-2.15,0.18
754,181551.6,1.0000,-2.13,0.18
755,182810.0,1.0000,-2.14,0.22
756,184077.2,1.0000,-2.14,0.11
757,185353.2,1.0000,-2.14,0.18
758,186638.0,1.0000,-2.13,0.18
759,187931.7,1.0000,-2.14,0.18
760,189234.4,1.0000,-2.14,0.22
761,190546.1,1.0000,-2.13,0.18
762,191866.9,1.0000,-2.13,0.11
763,193196.8,1.0000,-2.13,0.17
764,194536.0,1.0000,-2.14,0.16
765,195884.5,1.0000,-2.13,0.15
766,197242.3,1.0000,-2.14,0.17
767,198609.5,1.0000,-2.13,0.17
768,199986.2,1.0000,-2.12,0.11
769,201372.4,1.0000,-2.12,0.20
770,202768.3,1.0000,-2.14,0.20
771,204173.8,1.0000,-2.13,0.17
772,205589.1,1.0000,-2.01,0.11
773,207014.1,1.0000,-2.01,0.11
774,208449.1,1.0000,-2.01,0.11
775,209894.0,1.0000,-2.01,0.11
776,211348.9,1.0000,-2.01,0.17
777,212813.9,1.0000,-2.00,0.11
778,214289.1,1.0000,-2.00,0.11
779,215774.4,1.0000,-2.01,0.06
780,217270.1,1.0000,-2.01,0.11
781,218776.2,1.0000,-2.00,0.07
782,220292.6,1.0000,-2.01,0.08
783,221819.6,1.0000,-2.01,0.11
784,223357.2,1.0000,-2.00,0.12
785,224905.5,1.0000,-2.00,0.12
786,226464.4,1.0000,-2.00,0.06
787,228034.2,1.0000,-2.01,0.03
788,229614.9,1.0000,-2.01,0.05
789,231206.5,1.0000,-2.01,0.05
790,232809.1,1.0000,-2.00,0.11
791,234422.9,1.0000,-2.01,0.05
792,236047.8,1.0000,-2.00,0.08
793,237684.0,1.0000,-2.01,0.05
794,239331.6,1.0000,-2.01,0.11
795,240990.5,1.0000,-2.01,0.07
796,242661.0,1.0000,-2.00,0.11
797,244343.1,1.0000,-1.99,0.12
798,246036.8,1.0000,-2.00,0.07
799,247742.2,1.0000,-2.00,0.05
800,249459.5,1.0000,-2.00,0.00
801,251188.6,1.0000,-2.01,0.06
802,252929.8,1.0000,-1.99,0.12
803,254683.0,1.0000,-2.01,0.06
804,256448.4,1.0000,-2.00,-2.18
805,258226.0,1.0000,-2.00,-0.01
806,260016.0,1.0000,-2.00,0.01
807,261818.3,1.0000,-2.00,0.00
808,263633.1,1.0000,-2.00,0.05
809,265460.6,1.0000,-1.99,0.02
810,267300.6,1.0000,-2.00,0.05
811,269153.5,1.0000,-1.99,0.06
812,271019.2,1.0000,-2.00,0.06
813,272897.8,1.0000,-2.00,0.11
814,274789.4,1.0000,-1.98,0.06
815,276694.2,1.0000,-1.99,0.05
816,278612.1,1.0000,-2.01,0.12
817,280543.4,1.0000,-1.99,0.00
818,282488.0,1.0000,-2.01,0.05
819,284446.1,1.0000,-1.99,0.06
820,286417.8,1.0000,-1.99,0.04
821,288403.2,1.0000,-1.98,0.00
822,290402.3,1.0000,-2.00,0.04
823,292415.2,1.0000,-2.00,0.04
824,294442.2,1.0000,-1.99,0.01
825,296483.1,1.0000,-1.99,0.00
826,298538.3,1.0000,-1.99,-0.01
827,300607.6,1.0000,-1.99,0.06
828,302691.3,1.0000,-1.99,0.00
829,304789.5,1.0000,-1.99,0.05
830,306902.2,1.0000,-2.00,0.05
831,309029.5,1.0000,-1.98,0.00
832,311171.6,1.0000,-1.99,0.07
833,313328.6,1.0000,-1.99,0.05
834,315500.5,1.0000,-1.99,0.00
835,317687.4,1.0000,-1.99,0.00
836,319889.5,1.0000,-1.99,0.00
837,322106.9,1.0000,-1.98,0.00
838,324339.6,1.0000,-1.99,0.00
839,326587.8,1.0000,-1.97,0.00
840,328851.6,1.0000,-1.99,0.05
841,331131.1,1.0000,-1.98,-2.34
842,333426.4,1.0000,-1.97,0.06
843,335737.6,1.0000,-1.98,0.03
844,338064.8,1.0000,-1.98,0.03
845,340408.2,1.0000,-1.97,0.05
846,342767.8,1.0000,-1.97,0.05
847,345143.7,1.0000,-1.98,0.00
848,347536.2,1.0000,-1.97,0.06
849,349945.2,1.0000,-1.98,-0.01
850,352370.9,1.0000,-1.98,0.04
851,354813.4,1.0000,-1.97,0.00
852,357272.8,1.0000,-1.97,0.05
853,359749.3,1.0000,-1.97,0.00
854,362243.0,1.0000,-1.98,0.00
855,364753.9,1.0000,-1.97,-0.06
856,367282.3,1.0000,-1.98,0.00
857,369828.2,1.0000,-1.97,0.00
858,372391.7,1.0000,-1.97,0.00
859,374973.0,1.0000,-1.95,0.00
860,377572.2,1.0000,-1.96,0.00
861,380189.4,1.0000,-1.95,0.00
862,382824.7,1.0000,-1.96,0.00
863,385478.4,1.0000,-1.94,0.00
864,388150.4,1.0000,-1.96,0.02
865,390840.9,1.0000,-1.96,0.00
866,393550.1,1.0000,-1.95,-0.02
867,396278.0,1.0000,-1.95,0.00
868,399024.9,1.0000,-2.05,0.20
869,401790.8,1.0000,-2.05,0.18
870,404575.9,1.0000,-2.02,0.00
871,407380.3,1.0000,-2.04,0.17
872,410204.1,1.0000,-2.03,0.23
873,413047.5,1.0000,-2.05,0.25
874,415910.6,1.0000,-2.03,0.23
875,418793.6,1.0000,-2.04,0.10
876,421696.5,1.0000,-2.03,0.08
877,424619.6,1.0000,-2.03,0.18
878,427562.9,1.0000,-2.03,0.29
879,430526.6,1.0000,-2.03,0.17
880,433510.9,1.0000,-2.03,0.25
881,436515.8,1.0000,-2.02,0.05
882,439541.6,1.0000,-2.03,0.19
883,442588.4,1.0000,-2.02,0.16
884,445656.2,1.0000,-2.03,0.04
885,448745.4,1.0000,-2.02,0.07
886,451855.9,1.0000,-2.02,0.05
887,454988.1,1.0000,-2.01,0.22
888,458141.9,1.0000,-2.01,0.18
889,461317.6,1.0000,-2.00,0.25
890,464515.3,1.0000,-2.00,0.06
891,467735.1,1.0000,-2.01,0.04
892,470977.3,1.0000,-2.01,0.10
893,474242.0,1.0000,-2.01,0.22
894,477529.3,1.0000,-2.00,0.22
895,480839.3,1.0000,-2.01,0.25
896,484172.4,1.0000,-2.00,0.11
897,487528.5,1.0000,-2.00,0.29
898,490907.9,1.0000,-2.00,-0.00
899,494310.7,1.0000,-1.98,0.00
900,497737.1,1.0000,-2.00,0.06
901,501187.2,1.0000,-1.97,0.23
902,504661.3,1.0000,-1.98,0.00
903,508159.4,1.0000,-1.98,0.06
904,511681.8,1.0000,-1.99,0.04
905,515228.6,1.0000,-1.97,0.07
906,518800.0,1.0000,-1.97,0.05
907,522396.2,1.0000,-1.96,0.02
908,526017.3,1.0000,-1.97,0.17
909,529663.4,1.0000,-1.96,0.25
910,533334.9,1.0000,-1.96,0.23
911,537031.8,1.0000,-1.96,-0.02
912,540754.3,1.0000,-1.95,0.00
913,544502.7,1.0000,-1.96,0.23
914,548277.0,1.0000,-1.95,0.22
915,552077.4,1.0000,-1.96,0.03
916,555904.3,1.0000,-1.95,0.02
917,559757.6,1.0000,-1.96,0.05
918,563637.7,1.0000,-1.94,0.05
919,567544.6,1.0000,-1.93,-0.04
920,571478.6,1.0000,-1.94,-0.02
921,575439.9,1.0000,-1.93,-0.04
922,579428.7,1.0000,-1.93,0.12
923,583445.1,1.0000,-1.93,0.22
924,587489.4,1.0000,-1.92,0.07
925,591561.6,1.0000,-1.93,-0.06
926,595662.1,1.0000,-1.90,0.22
927,599791.1,1.0000,-1.92,0.00
928,603948.6,1.0000,-1.90,0.00
929,608135.0,1.0000,-1.90,-0.05
930,612350.4,1.0000,-1.92,-0.00
931,616595.0,1.0000,-1.89,0.00
932,620869.0,1.0000,-1.89,0.00
933,625172.7,1.0000,-1.89,0.23
934,629506.2,1.0000,-1.90,0.22
935,633869.7,1.0000,-1.90,0.21
936,638263.5,1.0000,-1.88,0.23
937,642687.7,1.0000,-1.86,-0.07
938,647142.6,1.0000,-1.86,-0.05
939,651628.4,1.0000,-1.87,-0.02
940,656145.3,1.0000,-1.86,0.23
941,660693.4,1.0000,-1.84,0.14
942,665273.2,1.0000,-1.86,0.18
943,669884.6,1.0000,-1.85,0.18
944,674528.0,1.0000,-1.83,-0.05
945,679203.6,1.0000,-1.85,-0.11
946,683911.6,1.0000,-1.85,-0.11
947,688652.3,1.0000,-1.85,-0.12
948,693425.8,1.0000,-1.83,-0.15
949,698232.4,1.0000,-1.83,-0.10
950,703072.3,1.0000,-1.83,0.12
951,707945.8,1.0000,-1.82,0.23
952,712853.0,1.0000,-1.83,-0.17
953,717794.3,1.0000,-1.83,-0.07
954,722769.8,1.0000,-1.82,0.12
955,727779.8,1.0000,-1.81,-0.12
956,732824.5,1.0000,-1.79,-0.12
957,737904.2,1.0000,-1.80,-0.17
958,743019.1,1.0000,-1.81,-0.06
959,748169.5,1.0000,-1.79,-0.17
960,753355.6,1.0000,-1.80,-0.23
961,758577.6,1.0000,-1.78,0.17
962,763835.8,1.0000,-1.77,-0.18
963,769130.4,1.0000,-1.77,0.12
964,774461.8,1.0000,-1.77,-0.21
965,779830.1,1.0000,-1.76,0.11
966,785235.6,1.0000,-1.76,-0.18
967,790678.6,1.0000,-1.76,-0.18
968,796159.4,1.0000,-1.75,0.20
969,801678.1,1.0000,-1.75,-0.18
970,807235.0,1.0000,-1.73,-0.16
971,812830.5,1.0000,-1.72,-0.16
972,818464.8,1.0000,-1.71,-0.18
973,824138.1,1.0000,-1.70,-0.18
974,829850.8,1.0000,-1.69,-0.15
975,835603.0,1.0000,-1.72,0.06
976,841395.1,1.0000,-1.70,0.06
977,847227.4,1.0000,-1.70,0.05
978,853100.1,1.0000,-1.70,0.18
979,859013.5,1.0000,-1.68,0.12
980,864967.9,1.0000,-1.67,-0.29
981,870963.6,1.0000,-1.67,-0.29
982,877000.8,1.0000,-1.67,-0.28
983,883079.9,1.0000,-1.67,-0.24
984,889201.1,1.0000,-1.66,0.09
985,895364.8,1.0000,-1.66,-0.29
986,901571.1,1.0000,-1.62,-0.23
987,907820.5,1.0000,-1.64,0.05
988,914113.2,1.0000,-1.61,-0.29
989,920449.6,1.0000,-1.62,0.00
990,926829.8,1.0000,-1.61,-0.29
991,933254.3,1.0000,-1.59,-0.35
992,939723.3,1.0000,-1.59,-0.34
993,946237.2,1.0000,-1.59,0.10
994,952796.2,1.0000,-1.57,-0.41
995,959400.6,1.0000,-1.56,-0.05
996,966050.9,1.0000,-1.56,-0.00
997,972747.2,1.0000,-1.54,-0.45
998,979490.0,1.0000,-1.55,-0.34
999,986279.5,1.0000,-1.53,-0.12
1000,993116.0,1.0000,-1.52,-0.46
1001,1000000.0,1.0000,-1.51,-0.06
