#, Frequency (Hz), Amplitude (Vpp), Gain (dB), Phase (°)
256,12495.8,0.2000,-40.06,-30.91
257,12620.1,0.2000,-39.90,-31.17
258,12745.7,0.2000,-39.75,-31.34
259,12872.6,0.2000,-39.60,-31.71
260,13000.7,0.2000,-39.45,-31.98
261,13130.1,0.2000,-39.31,-32.17
262,13260.8,0.2000,-39.15,-32.42
263,13392.8,0.2000,-38.99,-32.74
264,13526.0,0.2000,-38.85,-32.95
265,13660.7,0.2000,-38.69,-33.30
266,13796.6,0.2000,-38.54,-33.54
267,13933.9,0.2000,-38.41,-33.87
268,14072.6,0.2000,-38.26,-34.10
269,14212.7,0.2000,-38.12,-34.37
270,14354.1,0.2000,-37.95,-34.64
271,14497.0,0.2000,-37.80,-34.86
272,14641.3,0.2000,-37.66,-35.20
273,14787.0,0.2000,-37.51,-35.44
274,14934.2,0.2000,-37.36,-35.77
275,15082.8,0.2000,-37.21,-36.01
276,15232.9,0.2000,-37.07,-36.36
277,15384.5,0.2000,-36.94,-36.53
278,15537.6,0.2000,-36.79,-36.87
279,15692.3,0.2000,-36.64,-37.16
280,15848.5,0.2000,-36.49,-37.47
281,16006.2,0.2000,-36.34,-37.69
282,16165.5,0.2000,-36.21,-38.02
283,16326.4,0.2000,-36.06,-38.31
284,16488.9,0.2000,-35.91,-38.59
285,16653.0,0.2000,-35.75,-38.88
286,16818.7,0.2000,-35.64,-39.10
287,16986.1,0.2000,-35.47,-39.47
288,17155.2,0.2000,-35.33,-39.75
289,17325.9,0.2000,-35.20,-40.01
290,17498.4,0.2000,-35.05,-40.31
291,17672.5,0.2000,-34.91,-40.54
292,17848.4,0.2000,-34.77,-40.89
293,18026.1,0.2000,-34.64,-41.19
294,18205.5,0.2000,-34.48,-41.45
295,18386.7,0.2000,-34.35,-41.80
296,18569.7,0.2000,-34.20,-42.09
297,18754.5,0.2000,-34.07,-42.36
298,18941.1,0.2000,-33.92,-42.62
299,19129.6,0.2000,-33.81,-42.95
300,19320.0,0.2000,-33.66,-43.24
301,19512.3,0.2000,-33.52,-43.53
302,19706.5,0.2000,-33.38,-43.87
303,19902.7,0.2000,-33.24,-44.14
304,20100.7,0.2000,-33.10,-44.44
305,20300.8,0.2000,-32.98,-44.73
306,20502.8,0.2000,-32.84,-45.01
307,20706.9,0.2000,-32.64,-45.30
308,20913.0,0.2000,-32.51,-45.60
309,21121.1,0.2000,-32.38,-45.93
310,21331.3,0.2000,-32.25,-46.23
311,21543.7,0.2000,-32.11,-46.56
312,21758.1,0.2000,-31.98,-46.80
313,21974.6,0.2000,-31.84,-47.13
314,22193.3,0.2000,-31.70,-47.39
315,22414.2,0.2000,-31.57,-47.70
316,22637.3,0.2000,-31.43,-48.00
317,22862.6,0.2000,-31.32,-48.33
318,23090.1,0.2000,-31.17,-48.64
319,23319.9,0.2000,-31.04,-48.97
320,23552.0,0.2000,-30.91,-49.21
321,23786.4,0.2000,-30.78,-49.50
322,24023.2,0.2000,-30.65,-49.84
323,24262.3,0.2000,-30.51,-50.12
324,24503.8,0.2000,-30.38,-50.42
325,24747.6,0.2000,-30.24,-50.72
326,24993.9,0.2000,-30.11,-51.04
327,25242.7,0.2000,-29.98,-51.31
328,25493.9,0.2000,-29.86,-51.62
329,25747.7,0.2000,-29.72,-51.96
330,26003.9,0.2000,-29.61,-52.25
331,26262.7,0.2000,-29.46,-52.55
332,26524.1,0.2000,-29.34,-52.82
333,26788.1,0.2000,-29.20,-53.16
334,27054.7,0.2000,-29.08,-53.45
335,27324.0,0.2000,-28.95,-53.75
336,27595.9,0.2000,-28.82,-54.02
337,27870.6,0.2000,-28.69,-54.31
338,28148.0,0.2000,-28.58,-54.59
339,28428.1,0.2000,-28.43,-54.94
340,28711.1,0.2000,-28.31,-55.18
341,28996.8,0.2000,-28.19,-55.47
342,29285.4,0.2000,-28.06,-55.80
343,29576.9,0.2000,-27.93,-56.08
344,29871.2,0.2000,-27.79,-56.45
345,30168.5,0.2000,-27.67,-56.66
346,30468.8,0.2000,-27.54,-56.95
347,30772.0,0.2000,-27.41,-57.27
348,31078.3,0.2000,-27.28,-57.57
349,31387.6,0.2000,-27.17,-57.82
350,31700.0,0.2000,-27.01,-58.22
351,32015.5,0.2000,-26.88,-58.55
352,32334.2,0.2000,-26.76,-58.85
353,32656.0,0.2000,-26.63,-59.08
354,32981.0,0.2000,-26.50,-59.36
355,33309.2,0.2000,-26.37,-59.68
356,33640.7,0.2000,-26.23,-59.93
357,33975.6,0.2000,-26.13,-60.19
358,34313.7,0.2000,-25.99,-60.49
359,34655.2,0.2000,-25.85,-60.77
360,35000.1,0.2000,-25.73,-61.06
361,35348.5,0.2000,-25.62,-61.34
362,35700.3,0.2000,-25.48,-61.63
363,36055.6,0.2000,-25.36,-61.92
364,36414.5,0.2000,-25.23,-62.20
365,36776.9,0.2000,-25.10,-62.43
366,37142.9,0.2000,-24.96,-62.78
367,37512.6,0.2000,-24.85,-63.06
368,37885.9,0.2000,-24.73,-63.34
369,38263.0,0.2000,-24.59,-63.62
370,38643.8,0.2000,-24.46,-63.93
371,39028.4,0.2000,-24.33,-64.21
372,39416.9,0.2000,-24.21,-64.43
373,39809.2,0.2000,-24.08,-64.73
374,40205.4,0.2000,-23.94,-65.07
375,40605.5,0.2000,-23.83,-65.34
376,41009.7,0.2000,-23.69,-65.53
377,41417.8,0.2000,-23.54,-65.82
378,41830.0,0.2000,-23.41,-66.05
379,42246.4,0.2000,-23.28,-66.33
380,42666.8,0.2000,-23.16,-66.62
381,43091.5,0.2000,-23.02,-66.81
382,43520.4,0.2000,-22.89,-67.13
383,43953.5,0.2000,-22.76,-67.46
384,44391.0,0.2000,-22.63,-67.71
385,44832.8,0.2000,-22.50,-68.00
386,45279.0,0.2000,-22.36,-68.22
387,45729.6,0.2000,-22.23,-68.50
388,46184.8,0.2000,-22.10,-68.78
389,46644.4,0.2000,-21.97,-69.02
390,47108.7,0.2000,-21.83,-69.30
391,47577.5,0.2000,-21.70,-69.61
392,48051.0,0.2000,-21.55,-69.84
393,48529.3,0.2000,-21.41,-70.07
394,49012.3,0.2000,-21.29,-70.34
395,49500.1,0.2000,-21.13,-70.66
396,49992.7,0.2000,-20.99,-70.86
397,50490.3,0.2000,-20.87,-71.12
398,50992.8,0.2000,-20.72,-71.41
399,51500.3,0.2000,-20.58,-71.65
400,52012.9,0.2000,-20.44,-71.90
401,52530.6,0.2000,-20.28,-72.15
402,53053.4,0.2000,-20.16,-72.47
403,53581.4,0.2000,-20.01,-72.68
404,54114.7,0.2000,-19.85,-72.95
405,54653.3,0.2000,-19.71,-73.20
406,55197.2,0.2000,-19.56,-73.54
407,55746.6,0.2000,-19.43,-73.77
408,56301.4,0.2000,-19.26,-74.06
409,56861.8,0.2000,-19.11,-74.27
410,57427.7,0.2000,-18.95,-74.57
411,57999.2,0.2000,-18.80,-74.78
412,58576.5,0.2000,-18.66,-75.05
413,59159.5,0.2000,-18.50,-75.34
414,59748.3,0.2000,-18.33,-75.54
415,60342.9,0.2000,-18.16,-75.84
416,60943.5,0.2000,-18.00,-76.25
417,61550.1,0.2000,-17.83,-76.48
418,62162.6,0.2000,-17.68,-76.75
419,62781.3,0.2000,-17.48,-77.12
420,63406.2,0.2000,-17.34,-77.34
421,64037.2,0.2000,-17.16,-77.61
422,64674.6,0.2000,-16.98,-77.87
423,65318.3,0.2000,-16.81,-78.20
424,65968.4,0.2000,-16.65,-78.42
425,66624.9,0.2000,-16.44,-78.83
426,67288.0,0.2000,-16.27,-79.04
427,67957.7,0.2000,-16.09,-79.38
428,68634.1,0.2000,-15.91,-79.53
429,69317.2,0.2000,-15.71,-79.93
430,70007.1,0.2000,-15.52,-80.20
431,70703.8,0.2000,-15.31,-80.61
432,71407.5,0.2000,-15.12,-80.87
433,72118.2,0.2000,-14.92,-81.15
434,72836.0,0.2000,-14.72,-81.39
435,73560.9,0.2000,-14.49,-81.90
436,74293.0,0.2000,-14.30,-82.24
437,75032.4,0.2000,-14.04,-82.49
438,75779.2,0.2000,-13.85,-82.88
439,76533.4,0.2000,-13.62,-83.27
440,77295.1,0.2000,-13.37,-83.63
441,78064.4,0.2000,-13.13,-84.03
442,78841.4,0.2000,-12.88,-84.37
443,79626.1,0.2000,-12.65,-84.71
444,80418.6,0.2000,-12.37,-85.28
445,81218.9,0.2000,-12.10,-85.69
446,82027.3,0.2000,-11.83,-86.16
447,82843.7,0.2000,-11.55,-86.49
448,83668.2,0.2000,-11.28,-87.12
449,84500.9,0.2000,-10.99,-87.56
450,85341.9,0.2000,-10.69,-88.20
451,86191.3,0.2000,-10.39,-88.62
452,87049.1,0.2000,-10.08,-89.27
453,87915.5,0.2000,-9.71,-89.71
454,88790.5,0.2000,-9.39,-90.45
455,89674.2,0.2000,-9.04,-91.17
456,90566.7,0.2000,-8.65,-91.93
457,91468.1,0.2000,-8.32,-92.64
458,92378.5,0.2000,-7.91,-93.43
459,93297.9,0.2000,-7.50,-94.56
460,94226.4,0.2000,-7.08,-95.27
461,95164.2,0.2000,-6.64,-96.43
462,96111.4,0.2000,-6.19,-97.62
463,97068.0,0.2000,-5.72,-98.95
464,98034.0,0.2000,-5.23,-100.33
465,99009.7,0.2000,-4.68,-101.88
466,99995.2,0.2000,-4.11,-103.66
467,100990.4,0.2000,-3.57,-105.47
468,101995.5,0.2000,-2.96,-107.65
469,103010.6,0.2000,-2.31,-110.38
470,104035.9,0.2000,-1.62,-113.22
471,105071.3,0.2000,-0.93,-116.78
472,106117.0,0.2000,-0.18,-121.02
473,107173.2,0.2000,0.51,-125.42
474,108239.9,0.2000,1.27,-130.79
475,109317.1,0.2000,1.95,-137.48
476,110405.1,0.2000,2.47,-145.45
477,111504.0,0.2000,3.08,-153.88
478,112613.7,0.2000,3.37,-162.70
479,113734.5,0.2000,3.45,187.46
480,114866.5,0.2000,3.34,178.03
481,116009.7,0.2000,2.86,168.74
482,117164.3,0.2000,2.27,160.51
483,118330.4,0.2000,1.69,154.00
484,119508.1,0.2000,0.94,147.85
485,120697.6,0.2000,0.23,142.84
486,121898.8,0.2000,-0.53,138.60
487,123112.1,0.2000,-1.21,134.79
488,124337.4,0.2000,-1.89,131.52
489,125574.8,0.2000,-2.55,128.78
490,126824.6,0.2000,-3.14,126.51
491,128086.9,0.2000,-3.77,124.54
492,129361.7,0.2000,-4.32,122.64
493,130649.2,0.2000,-4.88,121.02
494,131949.5,0.2000,-5.38,119.68
495,133262.8,0.2000,-5.84,118.18
496,134589.1,0.2000,-6.33,117.03
497,135928.6,0.2000,-6.77,115.97
498,137281.5,0.2000,-7.20,115.03
499,138647.8,0.2000,-7.60,114.08
500,140027.7,0.2000,-8.00,113.38
501,141421.4,0.2000,-8.36,112.51
502,142828.9,0.2000,-8.72,111.74
503,144250.4,0.2000,-9.05,111.08
504,145686.1,0.2000,-9.40,110.51
505,147136.1,0.2000,-9.74,109.91
506,148600.5,0.2000,-10.03,109.36
507,150079.4,0.2000,-10.35,108.73
508,151573.1,0.2000,-10.65,108.35
509,153081.7,0.2000,-10.92,108.03
510,154605.3,0.2000,-11.22,107.53
511,156144.0,0.2000,-11.46,107.12
512,157698.1,0.2000,-11.73,106.78
513,159267.6,0.2000,-11.99,106.38
514,160852.7,0.2000,-12.26,106.00
515,162453.6,0.2000,-12.53,105.61
516,164070.5,0.2000,-12.79,105.35
517,165703.4,0.2000,-13.01,105.03
518,167352.6,0.2000,-13.24,104.72
519,169018.2,0.2000,-13.46,104.33
520,170700.4,0.2000,-13.67,104.08
521,172399.3,0.2000,-13.89,103.75
522,174115.2,0.2000,-14.09,103.54
523,175848.1,0.2000,-14.29,103.21
524,177598.3,0.2000,-14.51,102.95
525,179365.8,0.2000,-14.69,102.68
526,181151.0,0.2000,-14.90,102.44
527,182953.9,0.2000,-15.09,102.27
528,184774.8,0.2000,-15.27,102.14
529,186613.8,0.2000,-15.48,101.86
530,188471.1,0.2000,-15.63,101.74
531,190346.9,0.2000,-15.82,101.52
532,192241.4,0.2000,-15.99,101.28
533,194154.7,0.2000,-16.19,101.18
534,196087.1,0.2000,-16.35,101.00
535,198038.7,0.2000,-16.52,100.81
536,200009.7,0.2000,-16.68,100.57
537,202000.3,0.2000,-16.84,100.45
538,204010.8,0.2000,-17.00,100.26
539,206041.2,0.2000,-17.17,100.05
540,208091.9,0.2000,-17.32,99.94
541,210163.0,0.2000,-17.48,99.76
542,212254.7,0.2000,-17.64,99.58
543,214367.2,0.2000,-17.79,99.35
544,216500.7,0.2000,-17.94,99.31
545,218655.5,0.2000,-18.09,99.24
546,220831.7,0.2000,-18.23,99.04
547,223029.5,0.2000,-18.37,98.99
548,225249.3,0.2000,-18.53,98.74
549,227491.1,0.2000,-18.67,98.66
550,229755.3,0.2000,-18.80,98.48
551,232041.9,0.2000,-18.94,98.34
552,234351.4,0.2000,-19.07,98.11
553,236683.8,0.2000,-19.22,98.05
554,239039.5,0.2000,-19.34,97.86
555,241418.5,0.2000,-19.47,97.75
556,243821.3,0.2000,-19.61,97.68
557,246248.0,0.2000,-19.73,97.46
558,248698.8,0.2000,-19.88,97.40
559,251174.0,0.2000,-20.00,97.32
560,253673.9,0.2000,-20.12,97.22
561,256198.6,0.2000,-20.24,97.10
562,258748.5,0.2000,-20.39,97.05
563,261323.7,0.2000,-20.51,96.90
564,263924.6,0.2000,-20.64,96.86
565,266551.4,0.2000,-20.74,96.80
566,269204.3,0.2000,-20.86,96.60
567,271883.6,0.2000,-20.99,96.51
568,274589.6,0.2000,-21.12,96.46
569,277322.5,0.2000,-21.23,96.29
570,280082.6,0.2000,-21.35,96.19
571,282870.1,0.2000,-21.51,96.00
572,285685.5,0.2000,-21.64,95.85
573,288528.8,0.2000,-21.75,95.79
574,291400.4,0.2000,-21.86,95.71
575,294300.6,0.2000,-21.99,95.60
576,297229.7,0.2000,-22.09,95.50
577,300188.0,0.2000,-22.19,95.44
578,303175.6,0.2000,-22.32,95.16
579,306193.1,0.2000,-22.43,95.17
580,309240.5,0.2000,-22.53,95.13
581,312318.3,0.2000,-22.65,95.03
582,315426.7,0.2000,-22.77,94.87
583,318566.0,0.2000,-22.87,94.88
584,321736.6,0.2000,-22.98,94.77
585,324938.8,0.2000,-23.09,94.64
586,328172.8,0.2000,-23.19,94.60
587,331439.0,0.2000,-23.32,92.09
588,334737.7,0.2000,-23.42,94.54
589,338069.2,0.2000,-23.53,94.35
590,341433.9,0.2000,-23.62,94.16
591,344832.1,0.2000,-23.72,94.10
592,348264.1,0.2000,-23.85,94.08
593,351730.3,0.2000,-23.96,94.02
594,355230.9,0.2000,-24.05,93.84
595,358766.4,0.2000,-24.17,93.79
596,362337.1,0.2000,-24.25,93.57
597,365943.4,0.2000,-24.39,93.63
598,369585.5,0.2000,-24.46,93.52
599,373263.9,0.2000,-24.58,93.41
600,376978.8,0.2000,-24.67,93.38
601,380730.8,0.2000,-24.77,93.30
602,384520.1,0.2000,-24.89,93.22
603,388347.1,0.2000,-24.99,93.16
604,392212.2,0.2000,-25.08,93.10
605,396115.8,0.2000,-25.19,93.10
606,400058.2,0.2000,-25.28,92.87
607,404039.8,0.2000,-25.38,92.65
608,408061.1,0.2000,-25.47,92.76
609,412122.4,0.2000,-25.59,92.61
610,416224.1,0.2000,-25.69,92.46
611,420366.7,0.2000,-25.78,92.40
612,424550.5,0.2000,-25.89,92.48
613,428775.9,0.2000,-25.98,92.25
614,433043.4,0.2000,-26.07,92.20
615,437353.3,0.2000,-26.17,92.13
616,441706.2,0.2000,-26.26,91.97
617,446102.3,0.2000,-26.36,91.90
618,450542.2,0.2000,-26.47,91.86
619,455026.3,0.2000,-26.56,91.96
620,459555.1,0.2000,-26.65,91.87
621,464128.9,0.2000,-26.74,91.73
622,468748.2,0.2000,-26.85,91.50
623,473413.5,0.2000,-26.93,91.43
624,478125.3,0.2000,-27.02,91.45
625,482883.9,0.2000,-27.12,91.19
626,487689.9,0.2000,-27.23,91.25
627,492543.7,0.2000,-27.32,91.10
628,497445.8,0.2000,-27.40,91.16
629,502396.8,0.2000,-27.50,91.11
630,507397.0,0.2000,-27.60,91.02
631,512446.9,0.2000,-27.70,90.83
632,517547.2,0.2000,-27.80,90.89
633,522698.1,0.2000,-27.90,90.72
634,527900.4,0.2000,-27.98,90.75
635,533154.4,0.2000,-28.08,90.60
636,538460.7,0.2000,-28.16,90.88
637,543819.9,0.2000,-28.26,90.55
638,549232.3,0.2000,-28.37,90.62
639,554698.7,0.2000,-28.45,90.57
640,560219.4,0.2000,-28.54,90.18
641,565795.1,0.2000,-28.62,90.25
